8140,10406,2117,11548,2529
10248,9562,1960,95,945
11707,4303,8395,6088,8714
8825,695,3191,6908,7673
2736,8612,165,2561,6486
12656,5420,3765,11031,5690
2250,6879,1946,11097,717
2250,6879,1946,11097,717
4281,299,14394,9366,1551
13570,7597,6704,3106,11780
5183,12558,13652,14201,11663
1011,11799,4113,84,8361
4625,8055,3890,12201,5325
4625,8055,3890,12201,5325
13126,6512,11244,9653,11238
6850,7820,8462,1623,13904
12842,1778,1083,10709,12609
13966,7283,716,5087,501
2365,13548,8425,12634,13214
1189,13408,2299,12576,11683
1505,4743,12826,2997,8549
5612,3950,385,7014,6198
8564,7044,5162,2966,8993
10292,12879,10488,9025,5043
7954,3717,12278,6913,6091
2038,4423,6336,272,6983
5583,4545,9656,5815,7777
3355,4917,5494,1885,9791
5440,14515,13658,2061,3606
13812,11333,14410,10039,3781
13812,11333,14410,10039,3781
13812,11333,14410,10039,3781
13812,11333,14410,10039,3781
2256,5195,3372,8092,2098
13948,7246,4398,12480,6398
7759,10855,12459,8431,2995
360,10594,527,11775,6699
12999,4738,2379,3197,4548
10595,5947,13439,12914,9032
13077,8520,6060,12554,10627
5956,10438,9032,10090,7481
3472,5534,6366,5592,3099
4399,3319,14423,12150,8573
4399,3319,14423,12150,8573
4399,3319,14423,12150,8573
4399,3319,14423,12150,8573
1059,11242,6775,10424,1619
10452,5268,11264,3095,3001
14132,6415,14215,9045,4914
726,10763,6554,8392,2994
1722,14127,2508,11309,5749
9819,8985,4827,13755,8628
3806,2920,3532,10314,9810
9038,11392,547,5749,13780
11025,5616,7435,5704,1950
11025,5616,7435,5704,1950
9252,9555,4545,9207,10531
27,11680,6566,2232,11
6352,8725,7300,9207,6363
12196,8465,10456,3786,3319
10309,957,2553,12772,5274
13089,11725,12652,11120,11870
13089,11725,12652,11120,11870
537,7299,7512,3330,1440
1341,3765,9287,5690,9219
3982,6280,2599,8659,3562
6542,13895,4448,3695,2546
10496,2980,11362,4384,60
10174,11193,5244,7097,3527
14316,434,12072,708,9571
5338,4652,12284,2486,1765
5900,1370,299,5872,9366
11893,4174,9970,5685,8496
13568,8479,435,5884,8481
9417,10426,1087,6747,9606
12883,478,8884,10910,7557
2967,14109,11839,8043,4303
2967,14109,11839,8043,4303
5316,5806,6958,3061,1201
114,7025,7828,5301,11480
1708,3454,9798,13666,4210
12701,8217,13625,3771,1940
4354,14225,6336,5461,4379
13902,4470,12848,2061,8184
14464,13631,12822,12989,4982
10386,11714,8431,10473,12585
5584,8132,9828,5850,5015
6551,3059,12190,6344,4317
7364,5110,6290,2560,11874
7364,5110,6290,2560,11874
7364,5110,6290,2560,11874
640,6369,10083,9353,13874
9011,12947,2244,808,7390
10631,13128,3730,6588,2728
11229,5026,4292,2544,10548
3125,13691,3491,7260,7673
9744,7309,1329,12778,3217
9283,2677,4745,13443,12586
9283,2677,4745,13443,12586
9283,2677,4745,13443,12586
6479,3449,6285,3738,9043
7930,14389,12513,6844,9481
6883,13342,9881,7304,4176
3655,7855,8062,13099,6342
1433,11839,8631,4989,5479
1433,11839,8631,4989,5479
12610,2741,8724,5902,9560
5242,12944,9735,3588,13440
3588,4244,102,13440,1279
13387,13433,4819,10963,8249
20,13700,648,4801,4545
5712,6206,7767,9851,3641
3516,7450,4585,5694,213
4068,9022,2582,1481,615
12684,13586,2747,4977,4441
6401,6089,7466,3571,3706
3995,13238,9171,1036,11057
707,3757,3383,1474,4317
8526,8681,11668,349,9172
10149,5868,11206,13673,7045
8502,3538,3053,3997,4347
8631,1408,5479,12233,7573
1514,10370,12108,10096,4498
2228,6202,12069,1798,6734
8118,2443,1470,6784,13934
6732,10473,642,12585,3030
3263,3407,11321,4177,14153
3523,3732,6029,11987,4545
8278,9641,14364,5061,2506
10968,12519,1015,6849,2865
2890,8094,8825,6135,9860
775,9208,7679,13420,10629
11317,4838,10488,10145,12988
4506,2100,13770,2528,4282
1340,1109,8879,7326,12836
11958,10092,3883,11176,10931
11958,10092,3883,11176,10931
7675,3830,10199,4113,12142
10765,13262,7152,9715,9234
632,1281,14468,13984,2040
6508,4801,5013,11439,6363
1186,4661,12928,528,3744
3859,9240,3597,3501,7018
14363,5856,2160,5205,6979
5695,13782,9976,10955,4336
6010,5092,8515,2876,4759
10957,10409,1846,3119,9601
3917,4027,3003,7225,459
9845,5672,3389,3096,14075
151,4370,9117,13760,8888
11677,11182,7129,14112,3887
12768,14391,3799,11344,5507
14370,2072,11633,8332,8736
14370,2072,11633,8332,8736
14458,6362,8414,13975,2523
12529,4428,9276,12073,14161
5225,6150,14268,2712,10717
828,7106,2520,7341,4762
12149,12314,171,11011,12586
9834,5137,8080,12027,2085
3642,7821,3079,2813,3925
9755,5132,14082,13974,8776
1458,12906,10258,11079,11670
5697,2820,1641,213,7450
299,4281,5900,1792,5872
8684,8552,5967,5253,12076
8684,8552,5967,5253,12076
315,4614,12700,10404,4406
2464,4897,402,1942,6205
12521,2955,4556,13850,3294
9176,3001,3095,11252,13651
425,2128,3343,314,13686
5102,114,4596,12473,588
3416,12856,6209,2881,3695
12871,2331,4842,5146,11413
2716,11848,3303,248,13634
1641,6449,7450,3582,3226
11024,95,7711,5509,2622
5063,12438,14044,4844,8891
6044,13452,8178,11049,9802
12400,5796,6818,8405,6227
12400,5796,6818,8405,6227
5443,2377,14086,11830,12029
5494,1885,9930,13525,3355
6140,4039,5670,13862,1662
341,14354,738,6990,2218
11287,4884,10666,10438,1402
12967,2332,13625,9665,4348
12967,2332,13625,9665,4348
9618,12998,162,4967,12269
6088,2090,4343,11839,3543
6495,11055,4011,1971,2815
11596,10096,2484,2450,6810
4512,10488,5043,671,11040
5692,7529,5808,9617,11508
2970,12792,2883,6231,13201
8785,4722,9052,547,8433
3774,9679,9193,13082,7727
1110,13961,10027,2138,3649
1110,13961,10027,2138,3649
9893,7828,9128,14087,9243
13211,7020,3506,11570,11694
10764,2912,13542,107,458
6475,5506,3640,10128,6876
6664,10150,8785,9128,1011
6261,3496,9682,2887,183
3501,8936,3327,3004,3859
14088,9030,7343,1581,3234
1666,8815,584,11242,14152
10847,1157,11469,2940,7771
12658,7679,7288,8061,1981
8683,4956,7694,963,3687
9653,6227,11238,13126,6512
6193,8214,7095,12568,12297
62,4649,13952,12283,4880
8433,7329,273,11040,4711
2269,8459,1447,3004,7836
1785,13971,7468,9252,5040
9805,9275,7727,3570,12173
5552,9144,5385,9773,591
13207,3421,336,11125,6110
1274,6274,1001,4967,2734
4102,164,3887,14265,11182
11087,9773,5327,235,7127
10469,7856,11312,8543,12108
10491,11596,238,2225,1303
11800,2630,13606,6567,7175
11257,13083,14264,12758,11229
5127,831,5276,10959,2315
13891,5761,9926,2529,1553
2805,5396,10424,1587,8946
3632,7587,6845,5582,4270
4029,4639,205,9345,11702
3301,202,13671,8680,4272
8574,3135,8319,4412,1747
2908,11453,736,11095,1266
2375,2784,5596,10251,7334
3763,14402,4835,4247,8738
2780,195,3447,7032,9089
646,13803,13439,13461,4845
2603,8743,11846,1900,6736
5560,8956,2217,13724,13238
9004,12586,11575,10114,3999
6708,10650,12652,12314,10634
8060,3990,2252,8075,14496
9055,4642,11189,2407,441
10979,1537,14023,10008,5541
1968,12832,11009,7204,443
4538,4113,11040,3598,5215
14515,9621,10990,13658,12551
4524,7584,6361,4924,1244
7945,2620,7162,117,7095
10686,8069,4112,4196,9945
11918,8717,8588,9638,5070
8996,287,4835,3698,4682
6337,11223,1061,810,2723
9603,5911,9765,6565,12753
521,8275,6224,4776,12370
10459,5624,3828,1221,7199
12376,9494,19,3162,160
10590,1775,5775,12582,10942
2840,12381,3521,14044,12706
5598,3787,12938,7575,10842
9025,10488,1915,10292,6031
2755,5882,9601,6345,2292
7421,10942,9165,4399,14423
7398,957,10224,5445,5276
13720,3198,2101,10193,5861
8750,2781,12936,8653,11303
12562,7604,1470,10097,10389
4182,9687,447,9049,9427
10598,13846,11428,12490,9708
4260,11220,7915,3554,2163
5977,9894,7008,10756,13237
3747,2862,12896,13192,8739
12383,9562,9038,8663,5025
12137,11409,1158,14392,7394
12419,10465,12307,4390,13846
4391,9303,11258,5477,9334
4539,13760,14033,7246,8888
9471,12297,10856,13503,8069
6629,9656,1168,6199,12876
13091,1740,7801,9889,3563
13577,4246,6209,7922,4412
14003,840,13542,2350,13094
9584,12308,2966,14421,4403
12523,3415,4623,1090,11409
11399,8521,550,949,1442
4899,13301,14495,8212,1375
4899,13301,14495,8212,1375
4543,2797,5293,10245,11840
6423,1824,7589,412,13051
11231,5719,6528,12876,14049
11941,10411,1663,5000,8366
2968,2920,3532,3806,3711
13215,8233,10477,3896,10170
9837,5084,2908,9709,4390
9126,1130,13347,8245,6177
7157,4677,13371,3299,13272
11443,5179,9425,10663,9722
12679,200,8653,9934,12786
2725,4348,6345,704,12354
2725,4348,6345,704,12354
5205,13443,11575,12586,12348
4456,7533,249,4238,3190
9072,9756,6524,4666,2864
10103,8857,6662,9546,9345
906,8545,14176,13209,5644
7828,6809,9128,5822,28
4038,13519,13482,388,3331
5313,12442,11777,10295,13524
5313,12442,11777,10295,13524
14212,3450,10425,9784,865
8940,8011,10874,9288,9813
2689,9710,5446,13278,9193
8869,7553,5597,1174,10077
9357,2403,11409,4162,375
6579,5749,14201,13053,8891
6939,653,7,13027,2147
5889,13471,4908,13611,9726
6938,3119,5738,14339,13763
12224,8106,8830,6488,8121
4155,1756,8902,8782,5640
4155,1756,8902,8782,5640
3414,1447,8781,3954,2223
11767,13974,8328,8604,7499
9137,3522,11731,5382,9024
4992,6720,1696,2178,5256
8462,1572,5822,4249,7828
6837,10535,5792,13184,13485
9186,5442,11365,10786,4423
9186,5442,11365,10786,4423
12687,11473,14098,9117,12578
3060,2145,10196,1727,12110
1055,8821,10433,10211,13957
10133,5216,3107,651,12378
3294,13850,2955,4556,12559
1769,11380,5301,6800,426
5805,6197,13897,5335,7055
6703,6704,3914,6195,5131
14344,8559,4267,4759,3028
14344,8559,4267,4759,3028
14344,8559,4267,4759,3028
576,13756,5381,4633,10981
10512,9813,13968,9379,7380
11117,7694,8980,4483,11473
8204,7697,1565,8095,13531
4249,8462,5822,11552,2777
2356,9263,957,287,10268
11166,3352,5615,10233,355
12446,13372,5293,7737,10720
2688,13472,10139,11049,4207
7701,12939,10495,28,6662
8708,12033,2443,273,7890
12027,11881,9702,12015,8936
11490,8730,7677,9286,8059
2558,11924,13192,2862,12896
10027,4510,2138,9373,12790
6399,8899,3349,1653,5514
11611,8062,14020,14366,11606
88,7526,14375,12292,11237
3622,998,8767,13583,1506
9962,12299,12015,9800,4195
7210,7550,7201,4879,7025
1092,11109,8271,10976,2544
422,2675,14064,192,3234
5756,1692,1558,4241,2661
12584,4784,7028,4052,6700
794,8943,9286,14456,11826
11279,4143,1927,10269,12833
2130,10016,11875,6616,484
14033,11820,4539,13760,11225
1689,8006,11091,9060,9112
9346,9828,10145,8885,8155
9478,2292,6257,3687,6764
10966,10380,11857,5848,9069
10966,10380,11857,5848,9069
13465,8051,2177,11409,6006
1923,8696,3013,6488,11569
7526,88,8206,9613,2447
7526,88,8206,9613,2447
7526,88,8206,9613,2447
11816,7535,1264,12749,13431
2566,3545,2641,8337,10010
339,6828,2881,1099,7642
2137,9757,13163,2734,13604
5047,6162,14423,7421,5704
5047,6162,14423,7421,5704
4485,5734,8265,7942,5062
3207,4060,1408,5263,6840
3207,4060,1408,5263,6840
2326,1061,8338,4429,9294
12343,4761,1281,6939,10613
8616,2196,2155,12330,2671
4314,13153,12409,13751,7526
13491,2037,9777,14483,12608
5964,9030,6958,1201,3314
10439,13811,8574,10519,6793
13713,9615,5194,13220,14229
4464,5689,185,11625,1019
9001,4188,11101,6702,182
10884,2879,11158,12953,4616
162,9398,14230,12635,13539
13424,8050,5132,753,13961
8197,12480,4398,6782,60
10693,4990,7378,5279,1518
376,5129,5672,14234,8426
11022,11755,8125,3614,5387
471,12224,6717,3253,14050
8442,3295,61,13011,4513
7150,6541,10573,4080,2666
46,11836,5869,6627,7202
10021,28,9601,8371,2332
4569,8342,4613,7150,2666
7912,8106,9846,137,12500
4722,8166,10597,8785,6784
4722,8166,10597,8785,6784
237,5484,11316,14437,5489
8870,12933,2467,10990,11912
3410,3468,9212,10023,8500
11177,11413,13887,8551,12134
11615,11454,9366,5629,3013
4135,9852,6593,13576,13804
4135,9852,6593,13576,13804
13847,4649,2281,221,2585
13326,355,3951,8523,13456
13326,355,3951,8523,13456
13326,355,3951,8523,13456
8794,4009,302,2200,14203
10707,10641,2822,3177,4027
11437,13808,5564,192,13665
11544,14386,1374,6495,13656
14023,10979,3448,836,433
627,3822,10718,10916,2016
2263,9680,11304,13912,6091
9597,4124,6757,2240,8206
4970,8006,1308,13004,5387
11626,4045,7129,6537,6140
7827,7451,4407,7393,9923
10795,12697,6627,8045,1977
2442,9409,2744,10300,8397
3107,5982,145,7987,11055
7535,11816,12749,3640,2626
7234,7777,3210,7600,7621
12034,5282,10981,13756,6540
1377,7877,7453,8926,8221
8579,8222,4545,4338,4604
2972,2830,4292,7907,4520
870,14359,9038,5144,4104
76,10607,12494,7275,12554
13331,949,6589,6942,6318
7109,5075,5786,6304,9646
12966,7550,1979,13620,3878
13148,11216,13389,13270,8191
381,10671,13227,13740,9435
1794,10243,2585,4894,2205
14268,14062,5225,10241,6150
14325,6793,9208,7288,1370
10916,3264,12489,3822,13814
4967,1579,4218,6387,14013
1146,5512,2064,13434,6177
13749,1100,3732,1608,2211
14318,10693,1518,13503,7138
7172,9503,7710,11909,10541
13420,775,6534,6301,12040
6578,11595,12223,907,2147
13193,11870,11121,1796,10195
11794,7832,11904,12113,5571
11380,1769,949,4866,3493
1501,1854,13655,8451,5705
7350,5583,12876,2454,395
2843,4733,12717,1775,460
4825,5769,759,3454,8064
12225,7403,13709,2567,325
10234,12527,1132,7,8262
13060,6264,5290,0,9031
6045,5114,2105,2888,6538
10521,1061,7063,2079,10516
6503,2269,7141,12286,13840
13109,4634,12163,7348,8633
1067,6741,4763,11258,14102
13225,11698,8616,6086,2401
9448,5592,5534,6366,3099
977,13582,2615,12567,2954
9430,9948,688,13468,3063
11628,11216,3393,11735,12940
8982,9079,11285,6168,4943
1477,9100,6116,10113,6206
9838,5635,2770,8259,202
4860,9070,13181,4418,2169
8652,3253,3597,39,11409
6233,8686,12428,3149,862
14399,284,2492,12064,12520
14399,284,2492,12064,12520
14399,284,2492,12064,12520
14399,284,2492,12064,12520
14399,284,2492,12064,12520
9924,5118,10235,2206,1711
4202,14452,14133,3283,4239
10284,11680,4292,9015,10532
6475,5506,3640,10128,6876
9598,2519,13579,5861,11435
4442,1619,2892,11948,10893
4442,1619,2892,11948,10893
14495,283,4899,3299,8212
1852,4816,12664,9516,7873
2123,12645,1089,896,4503
6782,4398,10969,7180,12480
1767,6379,10333,12729,10758
4295,9949,3349,8450,14211
11613,1447,10519,11050,925
12792,3563,2970,6312,7870
12586,11363,13443,12348,11011
12586,11363,13443,12348,11011
12586,11363,13443,12348,11011
805,6076,1611,309,8387
5077,11912,10379,12120,7289
10626,5373,11622,9330,9290
3623,9906,6567,916,13106
4415,10749,4113,8575,1865
9271,12417,11170,11799,1703
10118,1370,11124,7288,11591
2758,10005,9410,6025,8695
8409,3623,7216,4818,12329
121,3286,9260,7033,4937
4715,1580,10344,1124,5509
6374,5372,6535,10162,7138
7060,11889,12254,4462,10079
1572,3231,8462,12381,13258
10143,6533,5964,1878,3314
13023,11229,13619,5026,7704
5813,2040,13984,1444,1286
1506,14241,12865,6878,998
1206,11094,13522,2518,8979
11260,13837,6725,1780,134
6344,12190,4801,8936,497
6344,12190,4801,8936,497
5967,8684,5593,6550,9821
13121,8164,3408,5360,1212
13032,8927,4669,4651,4659
9937,7104,3466,13921,1451
4360,14461,8084,11409,12137
5502,9103,13128,13857,12963
3550,13742,8330,5607,4903
3195,2249,1688,4801,5719
14115,1894,1455,9231,2923
14115,1894,1455,9231,2923
2793,6234,4142,6468,7151
12350,8979,11985,2532,12594
9566,8932,7775,10346,4335
9232,2936,13532,2187,5231
12238,1392,5549,12979,11697
6590,11926,2354,12230,9080
9786,9805,11056,8031,12173
14502,9692,4907,11091,5301
2187,9807,12770,6458,3793
9468,2656,4983,948,4669
9231,14109,4303,5414,4256
9231,14109,4303,5414,4256
13302,13013,8479,12558,12354
13935,5593,8166,945,9075
7852,2275,1047,14394,1551
11658,9772,14061,8433,1350
7131,5744,5820,11888,14341
14031,5045,7730,12205,6718
14031,5045,7730,12205,6718
1882,12992,6535,12311,6857
14462,7135,8757,12133,4719
551,740,5788,7518,9800
12163,6935,8633,513,5637
13732,13420,1012,6591,775
1462,4616,6801,8242,12953
9226,2663,7997,8813,11066
9226,2663,7997,8813,11066
2158,12015,3511,12299,6609
5222,10911,11042,8496,416
9880,12998,162,2261,9398
7550,7210,7025,4879,114
3984,6312,2218,2292,2353
3970,7870,13852,3664,3480
5586,5442,5123,13011,1450
6475,5506,3640,10128,6876
12829,2114,3367,6583,3528
6379,890,1767,10333,6922
6379,890,1767,10333,6922
6379,890,1767,10333,6922
6379,890,1767,10333,6922
443,12558,10395,12519,2865
6815,9842,12357,5849,7663
3167,8418,5226,11179,9987
7752,8012,4266,2619,4919
9157,4250,12153,9504,400
9688,7304,11799,13342,9052
2037,14483,5436,860,14221
9917,12070,14473,3717,7954
2522,6114,5278,5538,7694
9309,6031,10934,10488,8764
2790,11164,12173,12470,11181
138,11826,3040,9112,3842
5696,5117,10203,843,12464
12717,10191,5463,7934,2843
12717,10191,5463,7934,2843
10697,1176,8546,13793,10691
12321,22,4945,8344,1568
37,4472,458,5153,5115
1151,10422,3943,11522,1199
10677,11073,10941,4525,8226
5230,9416,7384,2290,6323
5231,7546,3281,2041,2896
12948,8349,9779,8098,8855
1376,1260,8574,104,14305
14349,2366,12178,1398,12944
9525,9674,8240,2430,2509
13391,8889,5110,11389,6223
3573,10495,2663,4861,12654
3394,5010,10892,8167,2759
796,12989,12161,432,3225
871,2484,10148,14130,12575
9982,11372,4766,4257,4700
13742,3550,5607,8792,777
2887,8738,11946,3496,11881
6733,6980,12738,1728,13087
11663,273,8990,2860,12988
10484,5727,4703,7969,8342
11179,155,2277,768,12275
1492,1210,7199,9672,6465
3911,722,12439,14456,6952
14274,4865,2997,11355,13249
8668,4568,1715,10725,3283
7067,7153,5676,6957,10990
3813,10159,11386,12142,9736
4197,633,12400,13456,5442
5882,2755,10508,1692,5350
9690,4150,10042,10038,488
1583,1514,12875,6224,12370
13182,3506,11466,11694,8285
13774,4863,5894,7216,4938
14258,4622,4898,2741,13378
14258,4622,4898,2741,13378
8117,13167,1648,10691,11213
14084,1877,12615,5453,3748
12708,990,826,5798,887
1048,13695,8383,5351,9790
10958,14252,9572,6849,636
11101,9001,4188,8405,10228
11504,722,11140,7141,1981
18,11426,4281,8325,3824
939,6078,9565,11159,1232
11763,3836,2061,2302,7833
6314,14127,8481,9413,9281
3152,1374,2811,3580,7260
2538,2012,3295,4513,8442
11312,7213,10469,4506,13307
6422,5276,9119,3572,9198
10337,12540,10224,1543,2803
3653,1623,5509,14044,902
9733,7435,5685,1721,14189
7699,6474,3580,8400,6624
7048,4596,957,732,4065
