21841	1269
7726	6145
7726	16
15589	12634
7729	7662
7729	11618
7729	6787
7729	18681
7729	13825
12485	21684
12485	8338
12485	11161
9427	16702
487	6730
487	4491
487	1269
487	936
487	11661
487	1415
487	3425
22362	10562
22362	23147
22362	20906
22362	204
22362	3963
6998	16134
6998	2149
489	11818
22321	21738
490	886
20711	11736
20711	19753
7730	5849
22182	11216
22182	16244
22182	16358
22182	14715
22182	8557
22182	20774
4825	4268
4825	3431
4826	2137
4827	16973
4827	16482
4827	16475
4827	16419
4827	8216
4827	1269
4827	16863
4830	19467
7732	10579
7734	5849
17800	4955
12169	1837
12169	15781
12170	2475
12170	6986
12170	17022
4833	7665
7906	3337
495	403
7736	17078
7736	20754
18837	11161
18837	17198
10231	13502
7739	4256
7739	3316
497	8560
6500	4010
6500	6045
8525	6229
8525	13165
8525	14402
499	9401
499	1534
500	6488
13639	1809
4837	15348
4837	3022
4837	2235
4837	6503
4837	1494
4837	10833
4837	5897
4837	1296
4837	14561
502	1532
502	11459
502	378
502	5851
15001	8248
5973	2746
4839	2746
4840	1269
4840	4203
4840	250
4840	4923
4842	5856
12174	1301
12174	1269
12174	9129
503	3557
503	102
18841	16249
4843	6787
4843	15414
4843	10461
7742	6684
20138	1269
4844	3921
4844	6971
4844	4591
21287	7662
21287	8951
21287	1269
21287	5889
21288	12217
506	1350
506	13339
506	1269
506	12226
506	10412
12176	1689
4849	10391
7746	8366
508	15927
508	6982
508	5622
508	8992
4851	3088
21273	18444
4852	20460
4852	4375
4852	18166
4852	3074
12180	3289
12180	6720
12181	11265
12181	3745
4853	1269
12182	4053
12182	5762
12182	6787
12182	5783
12182	7354
12183	1269
4854	2748
4854	2746
4854	14937
4854	11932
12184	20047
4855	16614
4855	14398
7752	1413
7752	1925
7753	13057
7753	4265
7753	3325
7753	12887
18843	17447
7755	18568
7755	2208
7755	15665
7755	3927
7755	9936
7755	18353
18845	1269
7672	20727
18846	8177
18847	20866
18847	2799
9473	18662
9473	6948
12185	12301
15563	1269
12187	12190
12187	5745
513	11709
513	9109
515	2351
515	2171
21696	5849
517	1773
4778	1269
4778	18676
4778	11076
4858	17775
4858	10464
4858	15704
4858	14511
4858	12870
7517	19815
7517	12800
18849	18414
7758	7064
7758	20639
2826	20917
2826	15320
2826	16794
2826	12800
18850	15603
18850	8572
12189	10247
12189	13276
12189	2732
12189	10846
12189	9618
22010	12690
4861	5007
4861	2752
12190	9497
12190	6784
12190	12187
12190	10873
19825	6756
7760	14120
7760	15202
4862	19097
4862	1827
4862	11005
4862	2747
4862	6925
4862	1218
4862	13054
4862	4811
4862	6677
19833	1269
19833	12876
19833	21464
7761	13872
7761	6468
9474	15917
12191	17950
9430	11525
9430	15398
9430	13473
9430	17516
9430	3176
9430	14310
9430	3398
3170	1269
1753	13018
1753	8311
1753	17520
520	482
20717	14120
20717	7601
521	11544
18855	17168
7766	5849
7766	6410
14971	16784
14971	9023
14971	6226
14971	16205
14971	14814
12192	1269
12488	2746
524	1269
524	7168
524	2897
4866	14186
526	532
4868	9495
7769	15319
7769	9901
21349	3864
15328	4397
4869	12891
4869	12026
4869	3064
4869	10947
4869	6985
4869	17262
4869	9679
4869	16771
18859	7044
18859	20542
18859	12800
18859	15185
18859	7807
18859	14943
18859	1726
18859	13825
21839	10934
12196	10303
12196	13599
12196	6861
12196	6486
12196	13131
7773	21005
7773	3687
7773	915
20141	2269
532	526
532	5519
12197	21818
12197	6826
21291	11557
21291	16094
9877	10291
7775	7247
7775	2198
7775	10265
7775	3246
7775	15180
21036	14962
21036	9249
22489	12800
22489	19219
22489	2218
22489	14453
510	18940
510	14908
510	22744
7776	2950
4872	5723
4872	1269
4872	6642
4872	4424
4782	14216
534	2258
534	3073
534	876
12202	1993
12202	4272
12202	10590
12202	21737
20721	11161
4874	1747
536	3001
536	16205
536	17042
536	9498
536	951
536	2355
4876	1269
20723	13738
12206	18409
12206	19634
7779	12800
4877	5543
7780	9223
12207	11353
12207	16464
12207	5577
7781	9900
14498	1038
9759	19201
9759	2746
9759	5984
9759	9196
9759	14891
5914	14943
5914	6422
255	14344
255	11458
255	3570
255	12648
255	558
4879	9200
23085	17504
4784	4159
4784	16053
4784	3249
4784	17765
4784	4180
4784	4535
4784	3155
15100	22793
15100	21277
15100	15379
15100	8947
15100	3286
15100	17674
15100	2727
15100	20995
15100	6660
15100	14888
15100	12593
15100	9734
15100	3919
544	20969
4881	17462
4881	12335
4881	16336
4881	2092
4881	20393
4881	3261
4881	13362
17457	12366
17457	1269
17457	14943
17457	13259
20990	22744
12210	12713
12210	7044
4785	19350
12211	6190
12211	12240
12211	17847
12211	14260
4882	2945
4882	14046
4882	11875
4882	837
4882	1269
4882	4223
4882	13219
4882	21920
4882	17140
7786	6348
22606	9391
10981	1160
10981	17389
18870	8945
18870	16562
18870	1269
18870	98
13642	13622
1270	7044
1270	13360
22761	6787
551	9808
551	12348
551	14763
12212	7116
4886	188
553	6175
553	12901
553	1695
553	5762
553	3789
553	46
553	5613
553	18697
553	7085
553	4436
553	1494
553	2874
23464	22130
2253	2746
7792	7241
7793	5469
9478	10690
9478	13729
9478	1269
9478	6744
12215	20471
12215	14076
12215	8448
12216	12744
556	4556
556	7044
556	11832
556	18883
12217	21288
20726	17775
20726	11308
7794	5783
7794	12800
7794	1269
7794	6787
10268	3615
12219	12231
12219	11639
557	9015
4228	17165
4228	7012
4228	270
21793	2746
21793	1269
21793	14932
11451	1269
11451	11784
21274	15320
17458	16766
17458	3638
17458	13825
4887	1331
7797	5676
7798	1269
7798	4437
7798	7226
12222	17026
20882	1269
20882	15672
558	255
7801	6894
7560	11601
7802	13732
7802	7541
561	16123
18212	18236
18212	17477
4890	1667
4890	7433
15597	7960
15597	11846
15597	16681
15597	7483
15597	19367
16097	13197
10701	5936
10701	10491
10701	8766
10701	8539
10701	1593
563	1269
7807	1726
7807	4174
7807	7222
7807	13825
12225	14087
12225	14434
12225	11402
12225	14236
20728	4101
20728	5777
4891	5346
565	12648
566	5789
566	1835
14505	16689
7808	5155
4893	17993
12974	16989
12974	11499
12974	4237
19828	2746
18873	20859
18873	9891
7809	13057
7809	7044
7809	1301
7809	7188
4897	92
12226	506
12226	6737
12226	8860
12226	452
12226	4155
12226	212
12226	4219
12226	4616
12226	11911
12226	20284
7810	10534
12229	2746
570	882
571	7227
571	19359
571	15957
571	12495
572	17235
4791	1269
12231	7656
12231	4625
12231	16170
12231	15822
12231	5918
12231	20484
12231	15404
12231	5847
12231	9256
12231	3533
12231	10072
7814	15414
4900	11326
4900	14800
4900	17196
4900	12904
4900	3177
4900	6931
4900	16458
4900	17585
4900	11290
12232	13059
12232	12869
22849	14763
22849	15453
22849	12779
22849	6982
22849	14831
22849	17003
22849	11854
22849	18874
22849	17101
575	180
575	9645
575	3176
575	2364
456	3534
14610	1269
14610	12800
14610	2930
20731	22518
20731	18319
16103	19718
16103	14519
16103	20424
16103	5710
16103	17089
578	5346
578	5762
578	8595
578	9842
18874	9877
18874	22849
18874	10878
12233	10503
4902	315
4902	7017
4902	6342
4902	2364
4902	3934
18875	15977
801	817
7816	16134
12234	20099
12234	7044
12234	2015
12234	5783
12234	9976
12234	3139
12234	11262
12234	3638
12234	14937
12234	5762
12234	6458
12234	15884
12234	2452
3899	6235
3899	13999
580	212
7820	5398
7820	10009
7820	9735
18876	8677
18876	9587
18876	20069
18876	1430
18876	12011
18876	4859
18876	6660
4906	1269
582	7188
4907	1269
7822	6847
17460	10900
17460	22905
17460	6867
8539	11498
8539	1269
8539	15056
8539	10701
8539	10717
8539	6738
8539	15458
8539	16521
4908	12879
585	2925
585	13366
586	2646
586	2234
4909	6424
12236	1269
12236	15638
23534	22710
22698	1269
22698	21410
12238	19180
17461	2746
17461	1269
17461	9196
17461	18589
590	3656
590	4303
590	3650
590	3092
18881	15516
5241	23563
5241	16016
5241	8612
7825	16101
7825	4204
7825	10722
7825	9839
23593	9651
23593	22530
594	10862
594	7227
594	4632
594	9509
594	6092
594	9629
594	7843
594	478
7826	7473
7826	9049
595	19827
598	102
20734	11702
20734	16821
4910	2746
4910	5807
4910	8043
12147	22266
20735	5745
18883	14166
18883	11932
18883	22760
4912	1671
4912	14732
4912	4223
4912	6152
21495	19171
21495	7044
21495	5597
21495	11571
21495	3238
21495	16016
21495	15672
21495	15085
21495	21772
21495	17038
21495	21296
21495	10113
21495	2746
21495	7354
21495	8448
21495	2829
7830	7715
7830	11481
7830	23124
7830	19202
7830	11679
7830	20797
7830	21873
7830	20013
7830	2452
7830	8947
7830	12021
7830	3205
7830	16674
7830	18696
7830	17657
7830	10166
7830	10937
7830	3444
7830	14043
7830	9194
7830	11943
7830	5649
7830	11408
10991	10080
10991	1269
10991	18025
10991	8981
10991	15525
607	5394
608	1896
608	16863
608	10114
608	16692
608	3260
608	4618
608	956
608	16228
608	14854
608	13160
608	6348
608	12613
608	8385
608	9163
611	1041
611	1231
3900	4397
3900	8988
612	22744
4914	10534
12886	18271
21418	16367
20293	12696
20293	7025
7835	14943
7835	12057
7835	9063
7835	5097
23594	16228
23594	1269
23594	17985
14019	9276
14019	15456
14019	2746
14019	18950
14019	19201
7836	19097
7836	12783
7836	15142
7836	15182
7836	6925
7836	12592
7836	18985
7836	6469
7836	19804
7836	4085
7836	6164
4915	2102
4915	17538
4915	18107
4915	2746
4915	6804
7837	8553
7837	7451
7837	8321
9302	20055
7838	4431
7838	7740
3855	6195
3855	10736
3855	5745
3855	8773
23449	1269
15104	8787
15104	13634
7839	1301
7839	429
7839	12877
7839	1269
7839	15666
7839	7357
7839	1915
10964	5745
4917	11498
8131	10649
12249	843
12249	15249
12249	6325
20740	2746
20740	7044
20740	22530
20740	2518
4919	11806
4919	16345
4919	1269
4919	14943
4919	13900
4919	15530
22648	3857
22648	22710
22648	22450
22648	2038
22648	103
22648	2698
22648	6067
22648	2697
22648	20715
22648	9177
22648	22959
22648	5388
22648	13003
22648	12800
22648	3221
4921	10534
4921	19482
23164	6859
23471	1371
14636	13400
14636	1269
14636	3957
14636	10101
14636	887
4922	13866
7843	8882
7843	594
22483	9395
22483	22744
12254	18373
12254	16333
12256	13595
4924	3411
4924	1269
463	194
463	5091
7847	14937
7847	11932
7848	12310
7848	3568
7848	430
13400	18444
13400	8652
13400	5669
13400	18105
13400	14636
13400	7641
13400	10472
21152	1269
7851	6787
7851	1269
22254	6683
4926	20774
12258	8849
7852	19598
15257	1244
15257	2965
7853	9395
7853	6493
18213	12800
12259	13734
7854	20013
7854	1269
7854	13658
7854	19367
4927	1269
4927	17570
4927	19203
4927	14252
22363	758
12261	1661
2659	21438
11802	531
12262	1269
12262	18060
12264	9907
3843	16562
21534	1269
22689	14450
20743	15789
20743	19675
7858	13057
7858	8216
7858	11611
7859	4101
7859	20774
7859	5777
12266	5762
12266	22877
12266	22274
12266	12705
12266	16564
12266	19581
4931	17600
4931	7044
4931	14301
4931	10452
4931	14185
4931	1188
4931	14064
4931	5355
7861	2357
17066	4025
17066	13026
17066	8464
7864	14445
7864	9196
7864	9344
7864	8366
7864	1239
7865	13948
7865	1916
18895	15952
18895	18624
18895	15182
18895	12736
18895	23323
7866	11253
7866	15242
7866	1269
7866	7418
7866	5856
7866	12729
7867	4300
7867	11702
7867	11946
18517	2746
12271	1269
12271	1676
12271	4240
12271	5548
5964	12800
5964	20353
23088	8532
23088	15346
23088	13738
23088	19815
6334	20032
6334	15125
6334	15624
6334	7047
6334	2828
6334	10565
6334	17500
4933	8177
4933	16863
4933	9012
4933	15237
4933	8115
4933	455
4933	18414
21162	2746
18896	22488
18896	2746
20744	12033
12273	4511
12273	9718
15012	19064
7869	1269
7869	912
7869	9109
7871	1784
4936	13825
4936	5636
7872	16098
7872	1269
7872	5434
7872	9690
7872	10574
18899	6893
18899	14402
4938	13240
4938	1269
4938	16653
4938	13109
4938	12610
11146	9804
14343	6348
14343	2746
7875	3628
4940	3085
4940	16256
4940	1269
4940	2323
4940	6370
12281	11823
4941	12348
18902	19116
18903	657
12283	18904
12283	1269
12283	22744
12283	7051
2874	555
2874	10210
2874	12419
2874	7604
2874	8178
2874	8389
2874	7102
2874	553
12284	15380
12284	1747
12284	12310
12284	8590
12284	11843
18905	1269
12285	5936
12285	9484
12286	7795
7877	4433
7877	1507
4944	455
4944	4109
4944	1064
22886	18414
7878	10676
7879	1269
7879	4617
7879	4610
7879	17187
7879	2930
817	23379
817	813
817	21939
817	22300
817	577
817	23248
817	801
817	23529
817	22130
18910	7247
18910	8500
18910	18252
18910	12644
9492	6092
9492	18618
9492	8191
9492	10750
9492	5096
9492	8148
9492	9193
9492	355
9492	2316
9492	280
9492	16798
9492	13751
9492	12399
9492	4281
9492	19431
9492	8508
9492	5067
9492	9734
9492	2355
18911	1269
14752	5709
14752	11081
14752	10121
14752	8202
14752	12998
14752	11980
14752	11900
14752	18236
14752	2362
14752	4027
12291	2963
12291	8988
12291	10972
12291	16302
12291	12750
12293	11395
12293	10914
7880	8594
7880	9495
7880	20040
7880	6432
22411	1269
22411	8334
4955	17800
4955	19116
4955	1264
4955	14324
4955	18407
4955	20485
4955	15851
4955	14731
4955	15346
4955	13532
4955	15426
4955	11583
4955	14281
4955	12685
4955	20858
4955	7662
4955	18104
4955	8450
4955	16014
4955	13951
4955	18414
4955	8713
4955	5773
4955	12622
4955	22472
4955	18286
4955	18417
4955	8812
4955	16322
4956	3138
12294	20774
12295	12114
7881	7044
7881	3139
21278	12366
21278	1269
4962	2746
4962	1269
15110	6400
15110	6152
17861	7429
17861	5069
7884	5246
7884	7014
657	1269
657	5936
21843	1269
7888	10534
12298	19598
12298	17775
12298	11319
7892	3842
6005	12969
12300	8575
12300	9181
1567	3132
12301	15262
12301	13502
12301	5883
12301	6779
12301	19280
12301	23492
12301	15230
12301	17852
12301	7344
12301	16610
12301	12185
12301	8601
12301	13308
12301	6793
12302	15294
12302	21208
12302	22113
12302	21633
12767	18342
12767	10063
12767	10385
7895	7464
7895	2123
18489	16434
18489	12184
7022	16833
7022	7967
12304	11300
22800	1269
6202	8200
6202	15420
6202	5329
6202	13970
6202	1100
18917	9441
18917	13884
7897	3189
4968	10617
4968	6468
4231	6660
17863	13828
17863	20243
17863	13082
17863	17567
18919	8755
18920	16068
18920	13014
18920	7044
18920	3858
18920	5261
7898	2746
7899	10491
5863	8262
5863	8277
5863	4781
20748	15106
7901	18541
7901	8776
7901	161
7901	15172
7901	18646
20149	19890
14987	14224
14987	1269
14987	14977
14987	11573
14987	12161
18923	2908
18923	12495
7903	15569
7904	2802
7904	9409
7904	2015
7904	6493
7904	14852
7904	1605
7904	61
7904	5596
7904	317
7904	1064
7904	15097
7904	9700
7904	9122
7904	9196
7904	7619
17554	977
12186	7549
18924	19180
12307	9007
12307	4766
4224	14359
7905	10965
7905	5825
7905	8418
7905	6756
7905	902
7905	3807
12769	16919
12769	22775
12769	11709
12769	16939
4971	1269
4971	19482
7908	7662
4972	7044
17837	5095
17837	1969
2243	357
2243	55
14481	7044
14481	3934
14481	12510
14481	22530
14481	8863
14481	1594
14481	11094
14481	1269
14481	13581
14481	13526
14481	14120
7911	13212
7911	15113
17864	7051
17864	7383
17864	2746
12146	9137
12311	17516
12311	4801
13409	5175
4978	2323
7912	19311
7912	15672
7912	4898
23054	17775
23054	4223
23054	4351
23054	17560
12314	1269
12315	1269
12316	61
12316	13895
12316	8612
12316	5097
18928	2746
22484	7354
7025	15266
7025	11203
7025	4747
8909	5170
12318	10735
12318	6280
12318	7044
12318	20243
12318	18784
12318	12554
12318	11679
12318	10269
12318	8612
12318	12487
12318	14955
12318	2746
12318	1269
12318	10044
12318	16463
7914	7044
18929	9843
7916	20148
20750	18786
20750	21101
20237	3887
20237	16750
20237	11028
20237	12801
20237	8925
20237	20005
20237	18400
20237	9898
7919	1269
7919	15238
7919	4820
7919	4789
9188	23058
4991	13057
4991	15034
4991	7935
14346	13499
12321	168
12321	3469
12321	19201
12321	17958
12321	2921
12321	11679
12321	13581
12321	10876
12321	3831
12321	12637
12321	9080
12321	8673
12321	1049
12321	837
12321	15185
12321	10166
12321	13869
12321	16954
12321	8113
12321	14483
12321	14943
12321	11606
12321	7629
12321	23100
11975	6599
11975	7288
4992	14398
4994	14187
4994	7147
4994	17711
4994	3027
4994	4122
4994	3042
4994	19500
4994	10828
4994	15202
4994	10844
4994	8476
4994	17121
4994	9372
4994	8814
4994	345
4994	11164
4994	6967
4994	23102
4994	1775
4994	13227
4994	8164
4994	3957
4994	5116
4994	13763
4994	223
4994	4471
4994	11769
4994	3396
4994	12844
4994	15404
4994	2364
4994	317
4994	11320
4994	2164
4994	1026
4995	8302
12322	15062
12322	12648
12322	3412
12322	12887
12322	13825
21963	11355
21963	23140
21963	1269
21963	5812
21963	12800
21963	2746
21963	8988
5261	9099
5261	14934
5261	10392
5261	17064
5261	13068
5261	17410
5261	4488
5261	6008
5261	6458
5261	17567
5261	18541
5261	10746
5261	13321
5261	12521
5261	4803
5261	10988
5261	18920
5261	7971
5261	19201
5261	10446
5261	4433
5261	14845
5261	4694
5261	3811
5261	19442
5261	8164
5261	16332
5261	7608
5261	12653
5261	15917
5261	16398
5261	18455
5261	12108
7925	11439
7925	12596
7925	3432
7925	11395
7925	6540
7925	6020
1592	12827
1592	6329
1592	10606
1592	17175
1592	13339
1592	15966
1592	3456
1592	15338
1592	19926
1592	11788
1592	4422
1592	13326
1592	14774
1592	8185
1592	7971
1592	12021
1592	7261
1592	3316
1592	5078
1592	1014
1592	7028
1592	17560
1592	13681
1592	13389
1592	17081
1592	863
1592	6644
1592	10090
1592	14396
1592	15634
1592	8152
1592	11163
1592	12026
7926	13954
7926	11655
7926	11863
7926	1301
12324	12581
12324	2516
12324	8465
12324	15366
12324	18105
12324	16030
12324	12090
23248	817
23248	813
23248	1117
23248	21939
20021	14777
20021	1269
20021	16175
20752	16883
20752	1269
20752	18430
20752	6588
8560	497
8560	6755
20753	11287
20753	4491
12328	17775
1594	1000
1594	11826
1594	4571
1594	8175
1594	14481
1594	5887
1594	10412
1594	10552
1594	16771
5427	18408
5427	12807
23521	6588
12332	11186
7931	1269
7931	1013
7931	2746
2889	5849
2889	6044
2889	5469
2889	6793
2889	1449
5006	13599
5007	5940
5007	1694
5007	2815
5007	4861
5007	16637
5007	7275
5008	1269
5008	14258
5008	19367
5008	4272
5008	2806
5008	16222
5008	10037
12978	11342
12978	7662
12978	10459
12978	13755
16364	10966
16364	5936
16364	4665
16364	6588
7934	2381
12338	289
10278	7753
10278	10680
11602	4053
23199	1269
17470	12868
17470	16836
18934	11640
18934	11841
12342	7310
12343	1301
22446	14135
22446	16340
22446	17395
13617	14955
13617	11099
13617	17394
5010	2746
5010	881
21552	6787
20754	18028
20754	19363
20754	10940
20754	16375
20754	12040
20754	17078
20754	15214
20754	7736
12346	9121
12346	18319
12346	9840
12346	5200
12346	18455
12346	19616
5013	17400
5013	7071
5013	1269
5013	6458
5013	7367
5013	13210
5013	11911
18936	20662
18936	5735
12347	5745
12347	15567
18831	19023
18937	4480
18937	13578
18937	12924
7715	3316
7715	3887
5015	6870
7937	22026
480	2319
20755	21119
7027	2854
7027	1833
7027	10257
7027	2038
7027	4061
20707	5762
20707	5597
20707	8448
20707	12800
20707	9976
7940	1530
7940	1269
7940	8565
7940	12799
18832	1269
18832	18952
18832	8494
20757	15785
5021	13664
5021	4890
5021	1216
5022	11342
13415	15722
1289	17941
12355	22710
12355	8047
5023	19482
18940	6278
18940	6345
18940	510
12356	11171
12356	50
12356	4758
12356	17435
12356	3957
12356	3620
12356	4634
12356	11477
12356	912
12356	4610
12356	15569
12356	10681
12356	5407
12356	6555
12356	16201
12356	10779
12356	8081
12356	15917
12356	350
12356	3027
12356	855
12356	20384
12356	14055
12163	1765
5025	10303
5025	8885
5025	5528
5025	9967
5025	2071
5025	11655
5025	2981
5025	7922
5025	5517
5936	15896
5936	20803
5936	7421
5936	21884
5936	9976
5936	6008
5936	12365
5936	19300
5936	13197
5936	5745
5936	8981
5936	12366
5936	11565
5936	12285
5936	6841
5936	13227
5936	11395
5936	11094
5936	6984
5936	12981
5936	10701
5936	19442
5936	6016
5936	10935
5936	14276
5936	6684
5936	17765
5936	5632
5936	18504
5936	16647
5936	13429
5936	13266
5936	3339
5936	7247
5936	7662
18943	3959
6423	3219
5028	5849
5028	1667
5028	2513
16120	18496
4387	3790
5965	8473
5965	2746
5965	12800
21155	1269
5031	6187
5031	1149
5031	18455
5031	4241
5031	12891
5031	14483
1253	15386
17082	14937
17082	15907
17082	13950
5032	16101
5032	5467
12779	6543
12779	18494
12779	9024
12779	19019
12779	5388
12779	17399
12779	10500
12779	17413
21772	22850
21772	18364
5033	223
5978	8502
5034	925
9507	13884
9507	11983
9507	14701
21553	1301
21553	16367
12358	14315
12358	19791
12358	6695
12358	5520
12358	2359
8570	2748
8570	1269
7949	10592
7949	5780
7949	18408
7949	10937
7949	17399
18946	21941
7951	9036
7951	11626
18947	11769
18947	15720
18947	19504
18947	14087
18947	13968
18947	18007
18947	11272
18947	15203
18947	16461
18947	17679
18947	1751
18947	13339
18947	16092
18947	5615
18947	19259
18947	9476
18947	17399
18947	7570
18947	17893
18947	15244
18947	17158
18947	16001
20758	1269
20758	18535
7952	1022
7952	7044
5038	13967
5038	4549
18950	14019
7954	6466
5041	18426
5041	22110
1004	13965
1004	7344
1004	11890
1004	9420
1004	19995
1004	16450
10296	17236
12360	13106
9509	594
9509	2746
9509	5178
9509	23142
9509	11164
12361	6925
12361	12130
6424	6526
6424	467
6424	1160
6424	7424
6424	6274
6424	6345
6424	13165
6424	1754
6424	15350
6424	19367
6424	10225
6424	13212
6424	14033
6424	4909
6424	4493
18952	1269
18952	18832
23247	20775
7032	7118
7979	21005
7979	6787
7979	13884
7979	16371
7960	15597
7960	7662
7960	9916
7960	2416
12365	5936
10298	18325
8047	12355
8047	11826
8047	20171
12368	4002
12368	19739
12368	13884
12368	5307
12368	11452
12368	23323
12781	16925
12781	3528
12781	14942
658	15344
3538	8422
7964	19019
7964	17085
7964	10385
7964	18531
7964	12964
7721	11049
7721	4506
7721	13751
7721	1212
7721	1289
7721	18953
7721	12912
7721	19641
7721	8860
7721	1119
7721	2705
7721	13003
16435	13547
7967	14937
7967	22586
16123	19356
16123	561
7968	6787
7968	1269
7968	14355
7968	5199
14692	20933
7969	3396
12505	8405
10260	12234
10260	7807
10260	3857
7970	1269
7970	2746
7971	19480
7971	18104
7971	14845
7971	6458
7971	16473
7971	5261
7971	10940
7971	13500
5045	2772
5045	8925
5045	15204
5045	2746
5045	1269
5045	18515
5045	6267
5045	16801
5045	13825
7974	5262
12377	1422
18953	12152
18953	7721
18953	11481
18953	19259
18953	8575
22045	1269
14036	1269
7980	9690
7980	11387
7980	9274
7980	3533
7980	15652
7980	4262
13285	11877
7981	4053
7981	16284
7981	9979
7981	12779
7981	8279
14037	6610
20760	9568
20760	2177
20760	14073
20760	481
6427	1269
7983	5555
7983	10098
12782	10303
18954	10336
18954	10534
18954	6913
5050	10303
18955	17397
18955	20415
18955	16227
18955	11890
18955	20424
18955	18312
18955	7995
18955	17356
18955	17156
18955	20834
18955	9010
18955	19393
18955	13976
18955	10499
18955	21878
18955	5762
18955	7234
18955	10402
12381	3289
12381	5288
10304	5762
5054	19561
18956	17722
9513	16016
20762	2746
13661	12752
5058	10809
19942	103
19942	18496
19942	7160
19942	11305
11612	5762
11612	5372
11612	6457
3953	5709
3953	2670
3953	7253
3953	1534
8756	7306
12384	11013
12384	10971
12384	5718
12384	15264
12384	4834
12384	13423
12384	16602
12384	12508
12384	11272
12384	19163
11613	6345
11613	1269
11613	16916
7990	13582
7990	12098
7990	9931
22222	22380
7991	8448
5063	6700
5063	1269
7993	20232
7993	8120
7993	3630
18961	11164
9515	14719
9515	8845
9515	6603
9515	10491
18963	15553
18963	10301
11012	16026
11012	903
18220	15106
